6.0 1563.21502264
6.1847826087 1607.8894582
6.36956521739 1654.97592423
6.55434782609 1704.67511245
6.73913043478 1757.19999934
6.92391304348 1812.77527989
7.10869565217 1871.63909154
7.29347826087 1934.04020595
7.47826086957 2000.23892685
7.66304347826 2070.50625215
7.84782608696 2145.1246522
8.03260869565 2224.38487795
8.21739130435 2308.58862641
8.40217391304 2398.04412764
8.58695652174 2493.06968469
8.77173913043 2593.99245484
8.95652173913 2701.14360911
9.14130434783 2814.86552926
9.32608695652 2935.50387114
9.51086956522 3063.41123668
9.69565217391 3198.94795311
9.88043478261 3342.4775806
10.0652173913 3494.37285099
10.25 3655.00740929
