6.0 28351.2513496
6.1847826087 24509.8647533
6.36956521739 21279.9884593
6.55434782609 18550.5392403
6.73913043478 16233.0374737
6.92391304348 14256.4211423
7.10869565217 12563.3821684
7.29347826087 11107.3801737
7.47826086957 9850.42994451
7.66304347826 8761.37047914
7.84782608696 7814.50118325
8.03260869565 6988.53949599
8.21739130435 6265.77712973
8.40217391304 5631.42310027
8.58695652174 5073.05519466
8.77173913043 4580.22578708
8.95652173913 4144.08925045
9.14130434783 3757.15549195
9.32608695652 3413.03512817
9.51086956522 3106.28282243
9.69565217391 2832.23061897
9.88043478261 2586.86116096
10.0652173913 2366.72020331
10.25 2168.82042963
