8.85	0.1668106539	0.044467
8.5	0.1812117903	0.0280872
8.15	0.1792567094	0.0206591
7.8	0.1816259202	0.036088
7.6	0.1922926963	0.0233916
7.4	0.2242779523	0.023676
7.2	0.2261552415	0.0202845
7	0.2164428053	0.0164741
6.8	0.2332544706	0.0179224
6.6	0.2334744007	0.0151097
6.4	0.2354868367	0.0127253
6.2	0.2467775955	0.0106404
6	0.2407978665	0.00988091

