  0.0000000E+00   70.0904219449988        6.000000    
   15.00000       69.7242545631519        6.000000    
   30.00000       69.2905305131757        6.000000    
   45.00000       68.8707476543545        6.000000    
   60.00000       68.4439539102138        6.000000    
   75.00000       68.0782630749487        6.000000    
   90.00000       67.7812833254972        6.000000    
   105.0000       67.5575358514470        6.000000    
   120.0000       67.4060857968705        6.000000    
   135.0000       67.2576171470954        6.000000    
   150.0000       67.1292937490723        6.000000    
   165.0000       67.0319201751921        6.000000    
   180.0000       66.9761616417205        6.000000    
   195.0000       67.0155466755307        6.000000    
   210.0000       67.1237724341837        6.000000    
   225.0000       67.3589365384084        6.000000    
   240.0000       67.7594382994044        6.000000    
   255.0000       68.2424736196087        6.000000    
   270.0000       68.8346358825189        6.000000    
   285.0000       69.4217448370160        6.000000    
   300.0000       69.9438397055135        6.000000    
   315.0000       70.3000787307745        6.000000    
   330.0000       70.4428214452834        6.000000    
   345.0000       70.3605349772864        6.000000    
  0.0000000E+00   70.0904219449988        6.000000    
 
  0.0000000E+00   71.7620075544974        6.121428    
   15.00000       71.2155207912879        6.121428    
   30.00000       70.5450469189403        6.121428    
   45.00000       69.8485608923311        6.121428    
   60.00000       69.1531011720993        6.121428    
   75.00000       68.5499067477440        6.121428    
   90.00000       68.0475221240404        6.121428    
   105.0000       67.6675592118766        6.121428    
   120.0000       67.3892214656817        6.121428    
   135.0000       67.1377108153307        6.121428    
   150.0000       66.9276913668813        6.121428    
   165.0000       66.7652547574355        6.121428    
   180.0000       66.6656361029723        6.121428    
   195.0000       66.7112314274770        6.121428    
   210.0000       66.8909690981964        6.121428    
   225.0000       67.2544279466991        6.121428    
   240.0000       67.8805683886885        6.121428    
   255.0000       68.6441936128868        6.121428    
   270.0000       69.5951998409829        6.121428    
   285.0000       70.5579906132249        6.121428    
   300.0000       71.3870639628551        6.121428    
   315.0000       71.9541747267006        6.121428    
   330.0000       72.2121488557077        6.121428    
   345.0000       72.1294791901051        6.121428    
  0.0000000E+00   71.7620075544974        6.121428    
 
  0.0000000E+00   73.6198611558141        6.242857    
   15.00000       73.0293131759787        6.242857    
   30.00000       72.2736878337415        6.242857    
   45.00000       71.4432517065329        6.242857    
   60.00000       70.6037117607762        6.242857    
   75.00000       69.8479123641103        6.242857    
   90.00000       69.2222422215045        6.242857    
   105.0000       68.7438094101748        6.242857    
   120.0000       68.3826710160234        6.242857    
   135.0000       68.0732032552143        6.242857    
   150.0000       67.8223811586594        6.242857    
   165.0000       67.6307644038940        6.242857    
   180.0000       67.5141318775894        6.242857    
   195.0000       67.5602717902627        6.242857    
   210.0000       67.7740089381761        6.242857    
   225.0000       68.1960349321985        6.242857    
   240.0000       68.9201172189859        6.242857    
   255.0000       69.8334917905498        6.242857    
   270.0000       70.9539421766465        6.242857    
   285.0000       72.0812832228841        6.242857    
   300.0000       73.0332922998314        6.242857    
   315.0000       73.7017860895892        6.242857    
   330.0000       74.0311720621987        6.242857    
   345.0000       73.9906109373139        6.242857    
  0.0000000E+00   73.6198611558141        6.242857    
 
  0.0000000E+00   75.1811785446373        6.364286    
   15.00000       74.6428272118091        6.364286    
   30.00000       73.9000295918616        6.364286    
   45.00000       73.0488514599373        6.364286    
   60.00000       72.1644511425547        6.364286    
   75.00000       71.3418478551730        6.364286    
