0.5e-7 0.1e28 821.587664927
0.5e-7 0.25e28 472.159645329
0.5e-7 0.5e28 338.724922445
0.5e-7 0.75e28 318.279963873
0.5e-7 1.0e28 328.870353833

1.0e-7 0.1e28 789.224411533
1.0e-7 0.25e28 383.186753915
1.0e-7 0.5e28 232.250144018
1.0e-7 0.75e28 207.998103724
1.0e-7 1.0e28 214.132838567
1.0e-7 2.0e28 311.627962964

2.0e-7 0.1e28 770.378112571
2.0e-7 0.25e28 257.221803363
2.0e-7 0.5e28 105.554489961
2.0e-7 0.75e28 95.1882552725
2.0e-7 1.0e28 99.5630949249
2.0e-7 2.0e28 132.75394708
2.0e-7 3.0e28 205.988405662

3.0e-7 0.1e28 811.12091918
3.0e-7 0.25e28 219.259015966
3.0e-7 0.5e28 180.370141143
3.0e-7 0.75e28 271.628465929
3.0e-7 1.0e28 313.926144426
3.0e-7 2.0e28 218.870575608
3.0e-7 3.0e28 143.423529512
3.0e-7 4.0e28 152.658531136

4.5e-7 0.1e28 1055.57048717
4.5e-7 0.25e28 418.454858549
4.5e-7 0.5e28 855.538518001
4.5e-7 0.75e28 1448.07144055
4.5e-7 1.0e28 1818.531291
4.5e-7 2.0e28 1689.89545239
4.5e-7 3.0e28 993.325496499
4.5e-7 4.0e28 531.48671019
4.5e-7 4.5e28 392.50122124
4.5e-7 5.0e28 298.417624311
4.5e-7 5.5e28 238.306704993
4.5e-7 6.0e28 203.751924964

6.0e-7 0.1e28 1501.51708117
6.0e-7 0.25e28 853.035239234
6.0e-7 0.5e28 1944.90549637
6.0e-7 0.75e28 3414.35788513
6.0e-7 1.0e28 4581.1001166
6.0e-7 2.0e28 5779.07809443
6.0e-7 3.0e28 4453.65447422
6.0e-7 4.0e28 2934.55108272
6.0e-7 4.5e28 2320.59886477
6.0e-7 5.0e28 1819.41278513
6.0e-7 5.5e28 1420.42319533
6.0e-7 6.0e28 1108.25589096

7.5e-7 0.1e28 2011.11680369
7.5e-7 0.25e28 1313.91584493
7.5e-7 0.5e28 2871.56693139
7.5e-7 0.75e28 5170.94951405
7.5e-7 1.0e28 7282.39850364
7.5e-7 2.0e28 11499.2361351
7.5e-7 3.0e28 11032.0233853
7.5e-7 4.0e28 8852.940874
7.5e-7 4.5e28 7648.38189888
7.5e-7 5.0e28 6504.89209981
7.5e-7 5.5e28 5468.7820323
7.5e-7 6.0e28 4559.44023116

9.0e-7 0.1e28 2465.81674897
9.0e-7 0.25e28 1679.42000182
9.0e-7 0.5e28 3378.12662933
9.0e-7 0.75e28 6156.99270232
9.0e-7 1.0e28 8958.27684828
9.0e-7 2.0e28 16482.2716601
9.0e-7 3.0e28 18517.6747362
9.0e-7 4.0e28 17370.3279262
9.0e-7 4.5e28 16179.8177619
9.0e-7 5.0e28 14793.1370347
9.0e-7 5.5e28 13326.6600248
9.0e-7 6.0e28 11862.8462126

10.5e-7 0.1e28 2825.13581394
10.5e-7 0.25e28 1939.09968858
10.5e-7 0.5e28 3534.60544198
10.5e-7 0.75e28 6442.94539799
10.5e-7 1.0e28 9575.93957499
10.5e-7 2.0e28 19511.1695187
10.5e-7 3.0e28 24349.7219302
10.5e-7 4.0e28 25484.0112364
10.5e-7 4.5e28 25102.5286742
10.5e-7 5.0e28 24278.4440004
10.5e-7 5.5e28 23130.2883853
10.5e-7 6.0e28 21760.5601154

12.0e-7 0.1e28 3097.37784978
12.0e-7 0.25e28 2123.47490251
12.0e-7 0.5e28 3492.72339389
12.0e-7 0.75e28 6305.04127952
12.0e-7 1.0e28 9499.72281633
12.0e-7 2.0e28 20761.4841529
12.0e-7 3.0e28 27764.5131767
12.0e-7 4.0e28 31228.1216458
12.0e-7 4.5e28 31942.2644527
12.0e-7 5.0e28 32117.7401329
12.0e-7 5.5e28 31843.783975
12.0e-7 6.0e28 31199.5481806

15.0e-7 0.1e28 3466.92304652
15.0e-7 0.25e28 2376.62900123
15.0e-7 0.5e28 3217.99149425
15.0e-7 0.75e28 5566.64920183
15.0e-7 1.0e28 8486.80692702
15.0e-7 2.0e28 20287.6107393
15.0e-7 3.0e28 29447.2263286
15.0e-7 4.0e28 35866.6804073
15.0e-7 4.5e28 38217.175445
15.0e-7 5.0e28 40076.8222747
15.0e-7 5.5e28 41497.9101745
15.0e-7 6.0e28 42528.6911871

18.0e-7 0.1e28 3708.8521975
18.0e-7 0.25e28 2568.14766319
18.0e-7 0.5e28 2959.33757233
18.0e-7 0.75e28 4798.56100025
18.0e-7 1.0e28 7289.50260189
18.0e-7 2.0e28 18405.6768636
18.0e-7 3.0e28 28061.7407455
18.0e-7 4.0e28 35666.4359939
18.0e-7 4.5e28 38782.8041091
18.0e-7 5.0e28 41497.1984886
18.0e-7 5.5e28 43846.2449607
18.0e-7 6.0e28 45865.3561902

