0.5e-7 0.1e28 753.484529671
0.5e-7 0.25e28 440.818285572
0.5e-7 0.5e28 318.935577224
0.5e-7 0.75e28 300.029734104
0.5e-7 1.0e28 309.302703901

1.0e-7 0.1e28 720.428907861
1.0e-7 0.25e28 360.936235372
1.0e-7 0.5e28 223.018193549
1.0e-7 0.75e28 200.519645305
1.0e-7 1.0e28 206.177406807
1.0e-7 2.0e28 293.747344616

2.0e-7 0.1e28 684.237505666
2.0e-7 0.25e28 236.758309556
2.0e-7 0.5e28 102.174938236
2.0e-7 0.75e28 93.2254894498
2.0e-7 1.0e28 97.2410575547
2.0e-7 2.0e28 129.360626497
2.0e-7 3.0e28 198.631190963

3.0e-7 0.1e28 687.661816239
3.0e-7 0.25e28 186.056416782
3.0e-7 0.5e28 174.999414753
3.0e-7 0.75e28 269.882417118
3.0e-7 1.0e28 311.652320412
3.0e-7 2.0e28 213.363967377
3.0e-7 3.0e28 139.099749531
3.0e-7 4.0e28 148.939321849

4.5e-7 0.1e28 827.826250455
4.5e-7 0.25e28 325.19505346
4.5e-7 0.5e28 820.046779154
4.5e-7 0.75e28 1430.53400654
4.5e-7 1.0e28 1808.93953734
4.5e-7 2.0e28 1685.4303923
4.5e-7 3.0e28 984.799557296
4.5e-7 4.0e28 521.731449635
4.5e-7 4.5e28 383.411258885
4.5e-7 5.0e28 290.470208187
4.5e-7 5.5e28 231.671293309
4.5e-7 6.0e28 198.346426913

6.0e-7 0.1e28 1122.79665748
6.0e-7 0.25e28 643.745800798
6.0e-7 0.5e28 1820.97494388
6.0e-7 0.75e28 3323.58539107
6.0e-7 1.0e28 4510.28742262
6.0e-7 2.0e28 5753.08789402
6.0e-7 3.0e28 4444.27001594
6.0e-7 4.0e28 2926.63026787
6.0e-7 4.5e28 2311.34247222
6.0e-7 5.0e28 1808.68011503
6.0e-7 5.5e28 1408.54740111
6.0e-7 6.0e28 1095.77808822

7.5e-7 0.1e28 1473.36619471
7.5e-7 0.25e28 962.204737597
7.5e-7 0.5e28 2620.26376201
7.5e-7 0.75e28 4958.79402812
7.5e-7 1.0e28 7093.91570708
7.5e-7 2.0e28 11379.3393148
7.5e-7 3.0e28 10966.7366013
7.5e-7 4.0e28 8822.31789015
7.5e-7 4.5e28 7627.72575708
7.5e-7 5.0e28 6490.31681134
7.5e-7 5.5e28 5457.35724708
7.5e-7 6.0e28 4549.13909944

9.0e-7 0.1e28 1793.23983263
9.0e-7 0.25e28 1195.27693142
9.0e-7 0.5e28 3000.69540209
9.0e-7 0.75e28 5818.91293077
9.0e-7 1.0e28 8641.19603171
9.0e-7 2.0e28 16224.1024726
9.0e-7 3.0e28 18324.8725937
9.0e-7 4.0e28 17241.0343432
9.0e-7 4.5e28 16077.9270157
9.0e-7 5.0e28 14714.729661
9.0e-7 5.5e28 13267.5599342
9.0e-7 6.0e28 11818.9862671

10.5e-7 0.1e28 2051.83857844
10.5e-7 0.25e28 1348.93337097
10.5e-7 0.5e28 3053.39453553
10.5e-7 0.75e28 6000.18944923
10.5e-7 1.0e28 9150.49155743
10.5e-7 2.0e28 19121.5262234
10.5e-7 3.0e28 24008.8907527
10.5e-7 4.0e28 25205.6540466
10.5e-7 4.5e28 24857.1653687
10.5e-7 5.0e28 24065.6342097
10.5e-7 5.5e28 22948.6147163
10.5e-7 6.0e28 21607.8317264

12.0e-7 0.1e28 2253.12770263
12.0e-7 0.25e28 1453.80401712
12.0e-7 0.5e28 2932.42543679
12.0e-7 0.75e28 5782.89038684
12.0e-7 1.0e28 8992.40225578
12.0e-7 2.0e28 20269.2330966
12.0e-7 3.0e28 27297.0203698
12.0e-7 4.0e28 30804.1931474
12.0e-7 4.5e28 31545.2095374
12.0e-7 5.0e28 31749.7689937
12.0e-7 5.5e28 31506.2767381
12.0e-7 6.0e28 30893.1273296

15.0e-7 0.1e28 2538.28283303
15.0e-7 0.25e28 1603.85530413
15.0e-7 0.5e28 2553.06820365
15.0e-7 0.75e28 4941.12039342
15.0e-7 1.0e28 7875.06875584
15.0e-7 2.0e28 19668.7252382
15.0e-7 3.0e28 28817.4639287
15.0e-7 4.0e28 35241.8830175
15.0e-7 4.5e28 37600.4945347
15.0e-7 5.0e28 39471.5253149
15.0e-7 5.5e28 40906.8866249
15.0e-7 6.0e28 41954.4250655

18.0e-7 0.1e28 2734.95412765
18.0e-7 0.25e28 1733.52030114
18.0e-7 0.5e28 2229.74209102
18.0e-7 0.75e28 4110.50760073
18.0e-7 1.0e28 6616.90785172
18.0e-7 2.0e28 17721.062161
18.0e-7 3.0e28 27349.6640314
18.0e-7 4.0e28 34937.2481853
18.0e-7 4.5e28 38049.5504444
18.0e-7 5.0e28 40762.6594045
18.0e-7 5.5e28 43112.9959283
18.0e-7 6.0e28 45135.7123349

