5.0e28 , -12.0 , 6.5e-7 , 3.5 , 0.002 , 3.5 , 3.870283 , 200.864291628
5.0e28 , -12.0 , 6.5e-7 , 3.5 , 0.002 , 5.0 , 4.773761 , 397.22879499
5.0e28 , -12.0 , 6.5e-7 , 3.5 , 0.002 , 7.0 , 6.178061 , 984.301268804
5.0e28 , -12.0 , 6.5e-7 , 3.5 , 0.003 , 3.5 , nan , nan
5.0e28 , -12.0 , 6.5e-7 , 3.5 , 0.003 , 5.0 , nan , nan
5.0e28 , -12.0 , 6.5e-7 , 3.5 , 0.003 , 7.0 , nan , nan
5.0e28 , -12.0 , 6.5e-7 , 4.5 , 0.002 , 3.5 , 3.048036 , 388.904072625
5.0e28 , -12.0 , 6.5e-7 , 4.5 , 0.002 , 5.0 , 3.537883 , 151.064816813
5.0e28 , -12.0 , 6.5e-7 , 4.5 , 0.002 , 7.0 , 4.531796 , 498.590959472
5.0e28 , -12.0 , 6.5e-7 , 4.5 , 0.003 , 3.5 , 5.034863 , 623.747201624
5.0e28 , -12.0 , 6.5e-7 , 4.5 , 0.003 , 5.0 , 5.945313 , 1086.78419643
5.0e28 , -12.0 , 6.5e-7 , 4.5 , 0.003 , 7.0 , 6.493743 , 1786.23881581
5.0e28 , -12.0 , 6.5e-7 , 5.5 , 0.002 , 3.5 , 2.573469 , 2304.05452442
5.0e28 , -12.0 , 6.5e-7 , 5.5 , 0.002 , 5.0 , 2.815151 , 807.433723404
5.0e28 , -12.0 , 6.5e-7 , 5.5 , 0.002 , 7.0 , 3.371572 , 149.125335272
5.0e28 , -12.0 , 6.5e-7 , 5.5 , 0.003 , 3.5 , 3.615957 , 216.711876621
5.0e28 , -12.0 , 6.5e-7 , 5.5 , 0.003 , 5.0 , 4.169295 , 439.949431434
5.0e28 , -12.0 , 6.5e-7 , 5.5 , 0.003 , 7.0 , 4.933268 , 1106.18256813
5.0e28 , -12.0 , 8.0e-7 , 3.5 , 0.002 , 3.5 , 3.338294 , 243.616662304
5.0e28 , -12.0 , 8.0e-7 , 3.5 , 0.002 , 5.0 , 3.99885 , 201.334880881
5.0e28 , -12.0 , 8.0e-7 , 3.5 , 0.002 , 7.0 , 5.210751 , 716.946164397
5.0e28 , -12.0 , 8.0e-7 , 3.5 , 0.003 , 3.5 , 5.776356 , 808.905003422
5.0e28 , -12.0 , 8.0e-7 , 3.5 , 0.003 , 5.0 , 6.826955 , 1333.3348107
5.0e28 , -12.0 , 8.0e-7 , 3.5 , 0.003 , 7.0 , 7.012571 , 2001.53835416
5.0e28 , -12.0 , 8.0e-7 , 4.5 , 0.002 , 3.5 , 2.740734 , 1538.03613597
5.0e28 , -12.0 , 8.0e-7 , 4.5 , 0.002 , 5.0 , 3.068094 , 403.489597419
5.0e28 , -12.0 , 8.0e-7 , 4.5 , 0.002 , 7.0 , 3.810597 , 220.344168176
5.0e28 , -12.0 , 8.0e-7 , 4.5 , 0.003 , 3.5 , 4.046186 , 290.85512779
5.0e28 , -12.0 , 8.0e-7 , 4.5 , 0.003 , 5.0 , 4.756927 , 652.340566679
5.0e28 , -12.0 , 8.0e-7 , 4.5 , 0.003 , 7.0 , 5.477207 , 1388.02438993
5.0e28 , -12.0 , 8.0e-7 , 5.5 , 0.002 , 3.5 , 2.378924 , 7635.14520512
5.0e28 , -12.0 , 8.0e-7 , 5.5 , 0.002 , 5.0 , 2.544796 , 3642.71544718
5.0e28 , -12.0 , 8.0e-7 , 5.5 , 0.002 , 7.0 , 2.935339 , 636.901619012
5.0e28 , -12.0 , 8.0e-7 , 5.5 , 0.003 , 3.5 , 3.050953 , 513.090376763
5.0e28 , -12.0 , 8.0e-7 , 5.5 , 0.003 , 5.0 , 3.43053 , 184.221482952
5.0e28 , -12.0 , 8.0e-7 , 5.5 , 0.003 , 7.0 , 4.100873 , 597.573092112
5.0e28 , -12.0 , 9.5e-7 , 3.5 , 0.002 , 3.5 , 3.023565 , 687.908993487
5.0e28 , -12.0 , 9.5e-7 , 3.5 , 0.002 , 5.0 , 3.51143 , 156.878506284
5.0e28 , -12.0 , 9.5e-7 , 3.5 , 0.002 , 7.0 , 4.527413 , 464.339052041
5.0e28 , -12.0 , 9.5e-7 , 3.5 , 0.003 , 3.5 , 4.818254 , 508.443735429
5.0e28 , -12.0 , 9.5e-7 , 3.5 , 0.003 , 5.0 , 5.741464 , 1001.75631352
5.0e28 , -12.0 , 9.5e-7 , 3.5 , 0.003 , 7.0 , 6.207531 , 1732.69266274
5.0e28 , -12.0 , 9.5e-7 , 4.5 , 0.002 , 3.5 , 2.554275 , 4469.14161662
5.0e28 , -12.0 , 9.5e-7 , 4.5 , 0.002 , 5.0 , 2.790914 , 1609.98813871
5.0e28 , -12.0 , 9.5e-7 , 4.5 , 0.002 , 7.0 , 3.353742 , 179.877664063
5.0e28 , -12.0 , 9.5e-7 , 4.5 , 0.003 , 3.5 , 3.463462 , 213.216912161
5.0e28 , -12.0 , 9.5e-7 , 4.5 , 0.003 , 5.0 , 4.006278 , 310.608058168
5.0e28 , -12.0 , 9.5e-7 , 4.5 , 0.003 , 7.0 , 4.755182 , 996.630301184
5.0e28 , -12.0 , 9.5e-7 , 5.5 , 0.002 , 3.5 , 2.251869 , 16338.7038365
5.0e28 , -12.0 , 9.5e-7 , 5.5 , 0.002 , 5.0 , 2.374667 , 9523.70944093
5.0e28 , -12.0 , 9.5e-7 , 5.5 , 0.002 , 7.0 , 2.669634 , 2614.75576511
5.0e28 , -12.0 , 9.5e-7 , 5.5 , 0.003 , 3.5 , 2.729945 , 2227.25139328
5.0e28 , -12.0 , 9.5e-7 , 5.5 , 0.003 , 5.0 , 3.005737 , 639.278875848
5.0e28 , -12.0 , 9.5e-7 , 5.5 , 0.003 , 7.0 , 3.558993 , 275.107698989
5.0e28 , -12.0 , 11.0e-7 , 3.5 , 0.002 , 3.5 , 2.819703 , 1849.74150861
5.0e28 , -12.0 , 11.0e-7 , 3.5 , 0.002 , 5.0 , 3.189335 , 419.295485244
5.0e28 , -12.0 , 11.0e-7 , 3.5 , 0.002 , 7.0 , 4.031728 , 260.439963872
5.0e28 , -12.0 , 11.0e-7 , 3.5 , 0.003 , 3.5 , 4.167051 , 280.118905948
5.0e28 , -12.0 , 11.0e-7 , 3.5 , 0.003 , 5.0 , 4.951805 , 687.267091343
5.0e28 , -12.0 , 11.0e-7 , 3.5 , 0.003 , 7.0 , 5.584692 , 1460.80972599
5.0e28 , -12.0 , 11.0e-7 , 4.5 , 0.002 , 3.5 , 2.423291 , 9757.25125171
5.0e28 , -12.0 , 11.0e-7 , 4.5 , 0.002 , 5.0 , 2.605099 , 4398.34437056
5.0e28 , -12.0 , 11.0e-7 , 4.5 , 0.002 , 7.0 , 3.047657 , 631.165350123
5.0e28 , -12.0 , 11.0e-7 , 4.5 , 0.003 , 3.5 , 3.09683 , 670.284621618
5.0e28 , -12.0 , 11.0e-7 , 4.5 , 0.003 , 5.0 , 3.515429 , 186.182692418
5.0e28 , -12.0 , 11.0e-7 , 4.5 , 0.003 , 7.0 , 4.221031 , 643.261244903
5.0e28 , -12.0 , 11.0e-7 , 5.5 , 0.002 , 3.5 , 2.169513 , 25703.4088249
5.0e28 , -12.0 , 11.0e-7 , 5.5 , 0.002 , 5.0 , 2.26388 , 17245.1182076
5.0e28 , -12.0 , 11.0e-7 , 5.5 , 0.002 , 7.0 , 2.494728 , 6433.9310871
5.0e28 , -12.0 , 11.0e-7 , 5.5 , 0.003 , 3.5 , 2.527942 , 5899.54872378
5.0e28 , -12.0 , 11.0e-7 , 5.5 , 0.003 , 5.0 , 2.740034 , 2308.25362422
5.0e28 , -12.0 , 11.0e-7 , 5.5 , 0.003 , 7.0 , 3.194143 , 333.929775166
5.0e28 , -12.0 , 15.0e-7 , 3.5 , 0.002 , 3.5 , 2.501382 , 10945.663925
5.0e28 , -12.0 , 15.0e-7 , 3.5 , 0.002 , 5.0 , 2.712734 , 4408.86908416
5.0e28 , -12.0 , 15.0e-7 , 3.5 , 0.002 , 7.0 , 3.237548 , 456.81628341
5.0e28 , -12.0 , 15.0e-7 , 3.5 , 0.003 , 3.5 , 3.222755 , 669.028824333
5.0e28 , -12.0 , 15.0e-7 , 3.5 , 0.003 , 5.0 , 3.707997 , 187.825623339
5.0e28 , -12.0 , 15.0e-7 , 3.5 , 0.003 , 7.0 , 4.443736 , 769.446708597
5.0e28 , -12.0 , 15.0e-7 , 4.5 , 0.002 , 3.5 , 2.227339 , 29007.5967778
5.0e28 , -12.0 , 15.0e-7 , 4.5 , 0.002 , 5.0 , 2.329755 , 18907.9889347
5.0e28 , -12.0 , 15.0e-7 , 4.5 , 0.002 , 7.0 , 2.59447 , 6073.86770015
5.0e28 , -12.0 , 15.0e-7 , 4.5 , 0.003 , 3.5 , 2.590142 , 6793.9713968
5.0e28 , -12.0 , 15.0e-7 , 4.5 , 0.003 , 5.0 , 2.82835 , 2396.9598763
5.0e28 , -12.0 , 15.0e-7 , 4.5 , 0.003 , 7.0 , 3.340303 , 306.779949771
5.0e28 , -12.0 , 15.0e-7 , 5.5 , 0.002 , 3.5 , 2.081462 , 39243.9723913
5.0e28 , -12.0 , 15.0e-7 , 5.5 , 0.002 , 5.0 , 2.131713 , 32500.8384168
5.0e28 , -12.0 , 15.0e-7 , 5.5 , 0.002 , 7.0 , 2.263676 , 19354.1631885
5.0e28 , -12.0 , 15.0e-7 , 5.5 , 0.003 , 3.5 , 2.268319 , 19778.6900118
5.0e28 , -12.0 , 15.0e-7 , 5.5 , 0.003 , 5.0 , 2.38744 , 12063.679066
5.0e28 , -12.0 , 15.0e-7 , 5.5 , 0.003 , 7.0 , 2.668981 , 3505.4577889
5.0e28 , -14.5 , 6.5e-7 , 3.5 , 0.002 , 3.5 , 3.970778 , 175.005620254
5.0e28 , -14.5 , 6.5e-7 , 3.5 , 0.002 , 5.0 , 4.894503 , 350.737276747
5.0e28 , -14.5 , 6.5e-7 , 3.5 , 0.002 , 7.0 , 6.336959 , 894.596712413
5.0e28 , -14.5 , 6.5e-7 , 3.5 , 0.003 , 3.5 , nan , nan
5.0e28 , -14.5 , 6.5e-7 , 3.5 , 0.003 , 5.0 , nan , nan
5.0e28 , -14.5 , 6.5e-7 , 3.5 , 0.003 , 7.0 , nan , nan
5.0e28 , -14.5 , 6.5e-7 , 4.5 , 0.002 , 3.5 , 3.090296 , 430.894275599
5.0e28 , -14.5 , 6.5e-7 , 4.5 , 0.002 , 5.0 , 3.589598 , 142.68706677
5.0e28 , -14.5 , 6.5e-7 , 4.5 , 0.002 , 7.0 , 4.598783 , 433.928155592
5.0e28 , -14.5 , 6.5e-7 , 4.5 , 0.003 , 3.5 , 5.239831 , 599.657603771
5.0e28 , -14.5 , 6.5e-7 , 4.5 , 0.003 , 5.0 , 6.177625 , 1037.7703459
5.0e28 , -14.5 , 6.5e-7 , 4.5 , 0.003 , 7.0 , 6.741312 , 1691.99798414
5.0e28 , -14.5 , 6.5e-7 , 5.5 , 0.002 , 3.5 , 2.583348 , 2616.00656679
5.0e28 , -14.5 , 6.5e-7 , 5.5 , 0.002 , 5.0 , 2.828971 , 950.005824444
5.0e28 , -14.5 , 6.5e-7 , 5.5 , 0.002 , 7.0 , 3.382402 , 167.962640915
5.0e28 , -14.5 , 6.5e-7 , 5.5 , 0.003 , 3.5 , 3.711647 , 187.468629095
5.0e28 , -14.5 , 6.5e-7 , 5.5 , 0.003 , 5.0 , 4.281785 , 409.602211528
5.0e28 , -14.5 , 6.5e-7 , 5.5 , 0.003 , 7.0 , 5.063364 , 1036.0588085
5.0e28 , -14.5 , 8.0e-7 , 3.5 , 0.002 , 3.5 , 3.391091 , 261.912483582
5.0e28 , -14.5 , 8.0e-7 , 3.5 , 0.002 , 5.0 , 4.060253 , 169.80724479
5.0e28 , -14.5 , 8.0e-7 , 3.5 , 0.002 , 7.0 , 5.297336 , 629.961945369
5.0e28 , -14.5 , 8.0e-7 , 3.5 , 0.003 , 3.5 , 6.006007 , 779.058007407
5.0e28 , -14.5 , 8.0e-7 , 3.5 , 0.003 , 5.0 , 7.084562 , 1271.21075958
5.0e28 , -14.5 , 8.0e-7 , 3.5 , 0.003 , 7.0 , 7.27604 , 1892.21579549
5.0e28 , -14.5 , 8.0e-7 , 4.5 , 0.002 , 3.5 , 2.757241 , 1783.31161379
5.0e28 , -14.5 , 8.0e-7 , 4.5 , 0.002 , 5.0 , 3.08574 , 499.025419619
5.0e28 , -14.5 , 8.0e-7 , 4.5 , 0.002 , 7.0 , 3.829031 , 192.136561785
5.0e28 , -14.5 , 8.0e-7 , 4.5 , 0.003 , 3.5 , 4.156677 , 260.843429578
