6.0 36159.8809077
6.1847826087 31260.482215
6.36956521739 27141.0187486
6.55434782609 23659.8113521
6.73913043478 20704.0137148
6.92391304348 18182.9888365
7.10869565217 16023.6451649
7.29347826087 14166.6247188
7.47826086957 12563.4794743
7.66304347826 11174.4665869
7.84782608696 9966.80616664
8.03260869565 8913.35496604
8.21739130435 7991.52557084
8.40217391304 7182.45507833
8.58695652174 6470.29897935
8.77173913043 5841.73212725
8.95652173913 5285.47305886
9.14130434783 4791.96814753
9.32608695652 4353.06861552
9.51086956522 3961.82932452
9.69565217391 3612.29639794
9.88043478261 3299.34610256
10.0652173913 3018.57294586
10.25 2766.16663843
